Compound,C_Label,Control_100ppm_1,Control_100ppm_2,Control_100ppm_3,Control_500ppm_1,Control_500ppm_2,Control_500ppm_3,Insulin_100ppm_1,Insulin_100ppm_2,Insulin_100ppm_3,Insulin_500ppm_1,Insulin_500ppm_2,Insulin_500ppm_3
NADH (1),16,0,0,0,0.015343532,0,0,0,0,0,0,0,0
NADH (1),17,0,0,0,0,0,0,0,0,0,0,0,0
NADH (1),18,0,0,0,0,0,0,0,0,0,0,0,0
NADH (1),19,0,0,0,0,0,0,0,0,0,0,0,0
NADH (1),20,0,0,0,0,0,0,0,0,0,0,0,0
NADH (1),21,0.014245415,0,0.029861884,0.022933128,0.01617695,0,0.018377891,0.01704686,0.026840169,0.014751807,0,0.012451199
NAD (1),0,1,1,1,1,0.998819999,1,1,0.993801855,1,1,1,1
NAD (1),1,0,0,0,0,0,0,0,0.006198145,0,0,0,0
NAD (1),2,0,0,0,0,0.001180001,0,0,0,0,0,0,0
NAD (1),3,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),4,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),5,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),6,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),7,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),8,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),9,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),10,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),11,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),12,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),13,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),14,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),15,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),16,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),17,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),18,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),19,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),20,0,0,0,0,0,0,0,0,0,0,0,0
NAD (1),21,0,0,0,0,0,0,0,0,0,0,0,0
Octanoylcarnitine (1),0,0.077579461,0.086455408,0.083399544,0.056743684,0.058208646,0.045723247,0.147394675,0.146113332,0.150905135,0.119028681,0.087314865,0.093750839
Octanoylcarnitine (1),1,0,0,0,0,0,0,0,0,0,0,0,0
Octanoylcarnitine (1),2,0,0,0,0,0,0,0,0,0,0,0,0
Octanoylcarnitine (1),3,0,0,0,0,0,0,0,0,0,0,0,0
Octanoylcarnitine (1),4,0,0,0,0,0,0,0,0,0,0,0,0
Octanoylcarnitine (1),5,0,0,0,0,0,0,0,0,0,0,0,0
Octanoylcarnitine (1),6,0,0,0,0,0,0,0,0,0,0,0,0
Octanoylcarnitine (1),7,0,0,0,0,0,0,0,0,0,0,0,0
Octanoylcarnitine (1),8,0.922420539,0.913544592,0.916600456,0.943256316,0.941791354,0.954276753,0.852605325,0.853886668,0.849094865,0.880971319,0.912685135,0.899670196
Octanoylcarnitine (1),9,0,0,0,0,0,0,0,0,0,0,0,0
Octanoylcarnitine (1),10,0,0,0,0,0,0,0,0,0,0,0,0
Octanoylcarnitine (1),11,0,0,0,0,0,0,0,0,0,0,0,0
Octanoylcarnitine (1),12,0,0,0,0,0,0,0,0,0,0,0,0
Octanoylcarnitine (1),13,0,0,0,0,0,0,0,0,0,0,0,0.006578965
Octanoylcarnitine (1),14,0,0,0,0,0,0,0,0,0,0,0,0
Octanoylcarnitine (1),15,0,0,0,0,0,0,0,0,0,0,0,0
acetyl carnitine (1),0,0.130225739,0.119328783,0.131753596,0.089134506,0.096065582,0.089199469,0.15858933,0.173418282,0.179273249,0.139222001,0.140488783,0.163373497
acetyl carnitine (1),1,0,0,0,0,0,0,0,0,0,0,0,0
acetyl carnitine (1),2,0.869774261,0.880671217,0.868246404,0.910865494,0.903934418,0.910800531,0.84141067,0.826581718,0.820726751,0.860777999,0.859511217,0.836626503
acetyl carnitine (1),3,0,0,0,0,0,0,0,0,0,0,0,0
acetyl carnitine (1),4,0,0,0,0,0,0,0,0,0,0,0,0
acetyl carnitine (1),5,0,0,0,0,0,0,0,0,0,0,0,0
acetyl carnitine (1),6,0,0,0,0,0,0,0,0,0,0,0,0
acetyl carnitine (1),7,0,0,0,0,0,0,0,0,0,0,0,0
acetyl carnitine (1),8,0,0,0,0,0,0,0,0,0,0,0,0
acetyl carnitine (1),9,0,0,0,0,0,0,0,0,0,0,0,0
dodecanoylcarnitine (1),0,0.014530964,0.045101345,0.008282643,0,0.003271706,0.008661326,0.010588772,0,0,0,0,0
dodecanoylcarnitine (1),1,0,0,0,0,0,0,0,0,0,0,0,0
dodecanoylcarnitine (1),2,0,0,0,0,0,0,0,0,0,0,0,0
dodecanoylcarnitine (1),3,0,0,0,0,0,0,0,0,0,0,0,0
dodecanoylcarnitine (1),4,0,0,0,0,0,0,0,0,0,0,0,0
dodecanoylcarnitine (1),5,0.001150276,0.002608803,0,0.002419701,0.004122483,0.003049835,0,0.00162588,0.00526528,0.002223275,0,0
dodecanoylcarnitine (1),6,0,0,0,0,0,0,0,0,0,0,0,0
dodecanoylcarnitine (1),7,0,0,0,0,0,0,0,0,0,0,0,0
dodecanoylcarnitine (1),8,0,0,0,0,0,0,0,0,0,0,0,0
dodecanoylcarnitine (1),9,0,0,0,0,0,0,0,0,0,0,0,0
dodecanoylcarnitine (1),10,0,0,0,0,0,0,0,0,0,0,0,0
dodecanoylcarnitine (1),11,0,0,0,0,0,0,0,0,0,0,0,0
dodecanoylcarnitine (1),12,0.98431876,0.952289851,0.980021843,0.997580299,0.992605811,0.988288839,0.989411228,0.99837412,0.99473472,0.997776725,1,0.976715175
dodecanoylcarnitine (1),13,0,0,0.011695513,0,0,0,0,0,0,0,0,0.023284825
dodecanoylcarnitine (1),14,0,0,0,0,0,0,0,0,0,0,0,0
dodecanoylcarnitine (1),15,0,0,0,0,0,0,0,0,0,0,0,0
dodecanoylcarnitine (1),16,0,0,0,0,0,0,0,0,0,0,0,0
dodecanoylcarnitine (1),17,0,0,0,0,0,0,0,0,0,0,0,0
dodecanoylcarnitine (1),18,0,0,0,0,0,0,0,0,0,0,0,0
dodecanoylcarnitine (1),19,0,0,0,0,0,0,0,0,0,0,0,0
hexanoyl carnitine (1),0,0.078337975,0.078492934,0.088319258,0.052792145,0.053911742,0.04819143,0.24648932,0.244441051,0.268809866,0.176637105,0.186416037,0.169039448
hexanoyl carnitine (1),1,0.000522562,0,0,0,0.001413036,0,0,0.001957305,0,0,0,0
hexanoyl carnitine (1),2,0,0,0,0.000359755,9.13E-05,0,0.022525859,0.019443753,0.023306751,0.01092481,0.00727044,0.013682465
hexanoyl carnitine (1),3,0,0,0,0,0,0,0,0,0,0,0,0
hexanoyl carnitine (1),4,0,0,0,0,0,0,0,0,0.001728995,0,0,0
hexanoyl carnitine (1),5,0,0,0,0,0,0,0,0,0,0,0,0
hexanoyl carnitine (1),6,0.921139463,0.921507066,0.911680742,0.9468481,0.944583889,0.95180857,0.724937306,0.715603125,0.690443439,0.806834552,0.780673077,0.787664962
hexanoyl carnitine (1),7,0,0,0,0,0,0,0.000804142,0,0,0,0,0
hexanoyl carnitine (1),8,0,0,0,0,0,0,0.005243373,0.018554766,0.015710949,0.005603532,0.025640446,0.029613125
hexanoyl carnitine (1),9,0,0,0,0,0,0,0,0,0,0,0,0
hexanoyl carnitine (1),10,0,0,0,0,0,0,0,0,0,0,0,0
hexanoyl carnitine (1),11,0,0,0,0,0,0,0,0,0,0,0,0
hexanoyl carnitine (1),12,0,0,0,0,0,0,0,0,0,0,0,0
hexanoyl carnitine (1),13,0,0,0,0,0,0,0,0,0,0,0,0
octenoylcarnitine (1),0,0.085510759,0.086696303,0.082571374,0.059201609,0.052102099,0.047340209,0.133448405,0.164661256,0.179241858,0.167865102,0.163232638,0.107614708
octenoylcarnitine (1),1,0,0,0,0,0,0,0,0,0,0,0,0
octenoylcarnitine (1),2,0,0,0,0,0,0,0,0,0,0,0,0
octenoylcarnitine (1),3,0,0,0,0,0,0,0,0,0,0,0,0
octenoylcarnitine (1),4,0,0,0.001802284,0,0,0,0,0,0.007958291,0,0,0.00828691
octenoylcarnitine (1),5,0.001456359,0.001189156,0.001248227,0.002887398,0.003435996,0.001823129,0.005025169,0.022576562,0.010984015,0,0.017974256,0.024245333
octenoylcarnitine (1),6,0,0,0,0,0,0,0,0,0,0,0,0
octenoylcarnitine (1),7,0,0,0,0,0,0,0,0,0,0,0,0
octenoylcarnitine (1),8,0.913032882,0.91211454,0.914378115,0.937910993,0.944461905,0.950836662,0.849865672,0.807604306,0.801815836,0.832134898,0.818793107,0.8513828
octenoylcarnitine (1),9,0,0,0,0,0,0,0.011660754,0.005157877,0,0,0,0.008470249
octenoylcarnitine (1),10,0,0,0,0,0,0,0,0,0,0,0,0
octenoylcarnitine (1),11,0,0,0,0,0,0,0,0,0,0,0,0
octenoylcarnitine (1),12,0,0,0,0,0,0,0,0,0,0,0,0
octenoylcarnitine (1),13,0,0,0,0,0,0,0,0,0,0,0,0
octenoylcarnitine (1),14,0,0,0,0,0,0,0,0,0,0,0,0
octenoylcarnitine (1),15,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),0,0.040409162,0.038067756,0.044174484,0,0.008562563,0.016153002,0.029943709,0.030792665,0.028597411,0.005662702,0.010298808,0.006438949
tetradecenoylcarnitine isomer 1 (1),1,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),2,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),3,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),4,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),5,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),6,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),7,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),8,0,0.005206904,0,0,0,0.002996733,0.001841761,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),9,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),10,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),11,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),12,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),13,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),14,0.959590838,0.95672534,0.955825516,1,0.991437437,0.980850266,0.968214531,0.969207335,0.971402589,0.994337298,0.989701192,0.993561051
tetradecenoylcarnitine isomer 1 (1),15,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),16,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),17,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),18,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),19,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),20,0,0,0,0,0,0,0,0,0,0,0,0
tetradecenoylcarnitine isomer 1 (1),21,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),0,0.624948214,0.598488968,0.633415066,0.501540084,0.531362272,0.489452431,0.566984098,0.576344275,0.638063563,0.512879004,0.494089184,0.461347593
stearoylcarnitine (1),1,0,0,0,0,0,0,0.011513633,0.010641721,0,0,0.012499775,0.004712236
stearoylcarnitine (1),2,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),3,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),4,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),5,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),6,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),7,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),8,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),9,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),10,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),11,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),12,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),13,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),14,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),15,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),16,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),17,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),18,0.375051786,0.401511032,0.366584934,0.498459916,0.468637728,0.510547569,0.421502269,0.413014004,0.361936437,0.487120996,0.49341104,0.533940171
stearoylcarnitine (1),19,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),20,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),21,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),22,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),23,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),24,0,0,0,0,0,0,0,0,0,0,0,0
stearoylcarnitine (1),25,0,0,0,0,0,0,0,0,0,0,0,0
Butyryl-L-carnitine (1),0,0.180970671,0.106185385,0.166624192,0.102291449,0.128375458,0.123626119,0.375581279,0.392542251,0.405175108,0.336684975,0.356596814,0.372153436
Butyryl-L-carnitine (1),1,0,0,0,0,0,0,0,0,0,0,0,0
Butyryl-L-carnitine (1),2,0.243580695,0.128166872,0.223783212,0.158348965,0.185658939,0.175700183,0.420660469,0.415554025,0.417283343,0.435114304,0.420942919,0.440336027
Butyryl-L-carnitine (1),3,0,0,0,0,0,0,0,0,0,0,0,0
Butyryl-L-carnitine (1),4,0.557251007,0.759863431,0.595327796,0.734204435,0.673653145,0.697894803,0.187840123,0.168539721,0.156084581,0.210572231,0.193058144,0.177365452
Butyryl-L-carnitine (1),5,0.009704435,0,0.005400723,0,0.007832178,0,0.012498986,0.017600404,0.015731163,0.00731022,0.015777111,0.005769887
Butyryl-L-carnitine (1),6,0,0,0,0,0,0,0,0,0,0,0,0
Butyryl-L-carnitine (1),7,0,0,0,0,0,0,0,0,0,0,0,0
Butyryl-L-carnitine (1),8,0.008493193,0.005784312,0.008864077,0.005155152,0.004480281,0.002778895,0.003419144,0.005763599,0.005725805,0.01031827,0.013625012,0.004375199
Butyryl-L-carnitine (1),9,0,0,0,0,0,0,0,0,0,0,0,0
Butyryl-L-carnitine (1),10,0,0,0,0,0,0,0,0,0,0,0,0
Butyryl-L-carnitine (1),11,0,0,0,0,0,0,0,0,0,0,0,0
L-Carnitine (1),0,1,1,1,1,1,1,1,1,1,1,1,1
L-Carnitine (1),1,0,0,0,0,0,0,0,0,0,0,0,0
L-Carnitine (1),2,0,0,0,0,0,0,0,0,0,0,0,0
L-Carnitine (1),3,0,0,0,0,0,0,0,0,0,0,0,0
L-Carnitine (1),4,0,0,0,0,0,0,0,0,0,0,0,0
L-Carnitine (1),5,0,0,0,0,0,0,0,0,0,0,0,0
L-Carnitine (1),6,0,0,0,0,0,0,0,0,0,0,0,0
L-Carnitine (1),7,0,0,0,0,0,0,0,0,0,0,0,0
Hydroxybutyrylcarnitine (1),0,0.073324119,0.055723792,0.070337246,0.036065779,0.036040586,0.036324706,0.103132539,0.099638395,0.103343504,0.08002342,0.07731361,0.079702238
Hydroxybutyrylcarnitine (1),1,0,0,0,0,0,0,0,0,0,0,0,0
Hydroxybutyrylcarnitine (1),2,0.104636582,0.102272068,0.108627886,0.080479583,0.090658222,0.083007733,0.167399101,0.170594656,0.172482226,0.139463854,0.138312041,0.143796971
Hydroxybutyrylcarnitine (1),3,0,0,0,0,0,0,0,0,0,0,0,0
Hydroxybutyrylcarnitine (1),4,0.822039299,0.84200414,0.821034868,0.883454638,0.873301191,0.880667561,0.729468361,0.729766949,0.724125654,0.780512726,0.784374348,0.776500791
Hydroxybutyrylcarnitine (1),5,0,0,0,0,0,0,0,0,0,0,0,0
Hydroxybutyrylcarnitine (1),6,0,0,0,0,0,0,0,0,0,0,0,0
Hydroxybutyrylcarnitine (1),7,0,0,0,0,0,0,0,0,0,0,0,0
Hydroxybutyrylcarnitine (1),8,0,0,0,0,0,0,0,0,0,0,0,0
Hydroxybutyrylcarnitine (1),9,0,0,0,0,0,0,0,0,4.70E-05,0,0,0
Hydroxybutyrylcarnitine (1),10,0,0,0,0,0,0,0,0,1.60E-06,0,0,0
Hydroxybutyrylcarnitine (1),11,0,0,0,0,0,0,0,0,0,0,0,0
glutamine (1),0,0.999017946,0.998761277,0.998683824,0.997629144,0.997234737,0.996948303,0.999224889,0.999333822,0.999469901,0.997920631,0.998897564,0.999543758
glutamine (1),1,0,0,0,0.001069024,0.001191734,0.001647469,0,0,0,0.000534093,0,0
glutamine (1),2,0.000848506,0.001154054,0.001174114,0.00122048,0.001503207,0.001404228,0.000765095,0.000564664,0.000515773,0.001545276,0.001035795,0.000456242
glutamine (1),3,8.89E-05,2.06E-06,9.66E-05,0,3.56E-05,0,1.00E-05,3.46E-05,1.43E-05,0,6.66E-05,0
glutamine (1),4,4.46E-05,8.26E-05,4.54E-05,8.14E-05,3.47E-05,0,0,6.69E-05,0,0,0,0
glutamine (1),5,0,0,0,0,0,0,0,0,0,0,0,0
tryptophan (2),0,0.99895473,1,1,1,1,0.998679967,1,1,1,1,1,1
tryptophan (2),1,0.00104527,0,0,0,0,0.001320033,0,0,0,0,0,0
tryptophan (2),2,0,0,0,0,0,0,0,0,0,0,0,0
tryptophan (2),3,0,0,0,0,0,0,0,0,0,0,0,0
tryptophan (2),4,0,0,0,0,0,0,0,0,0,0,0,0
tryptophan (2),5,0,0,0,0,0,0,0,0,0,0,0,0
tryptophan (2),6,0,0,0,0,0,0,0,0,0,0,0,0
tryptophan (2),7,0,0,0,0,0,0,0,0,0,0,0,0
tryptophan (2),8,0,0,0,0,0,0,0,0,0,0,0,0
tryptophan (2),9,0,0,0,0,0,0,0,0,0,0,0,0
tryptophan (2),10,0,0,0,0,0,0,0,0,0,0,0,0
tryptophan (2),11,0,0,0,0,0,0,0,0,0,0,0,0
phenylalanine (2),0,1,0.993928832,1,1,0.996191987,0.995565876,0.998585594,0.993547273,1,1,0.995429625,1
phenylalanine (2),1,0,0.006071168,0,0,0.003808013,0.004434124,0.001414406,0.006452727,0,0,0.004570375,0
phenylalanine (2),2,0,0,0,0,0,0,0,0,0,0,0,0
phenylalanine (2),3,0,0,0,0,0,0,0,0,0,0,0,0
phenylalanine (2),4,0,0,0,0,0,0,0,0,0,0,0,0
phenylalanine (2),5,0,0,0,0,0,0,0,0,0,0,0,0
phenylalanine (2),6,0,0,0,0,0,0,0,0,0,0,0,0
phenylalanine (2),7,0,0,0,0,0,0,0,0,0,0,0,0
phenylalanine (2),8,0,0,0,0,0,0,0,0,0,0,0,0
phenylalanine (2),9,0,0,0,0,0,0,0,0,0,0,0,0
leucine (1),0,0.99752921,0.993306108,0.993454651,0.999273786,0.999256259,0.997145558,0.997180968,0.995443165,0.994678876,1,0.999544757,0.995427476
leucine (1),1,0.00247079,0.006693892,0.006510644,0.000726214,0.000743741,0.002854442,0.002524416,0.004556835,0.005311359,0,0.000455243,0.004285307
leucine (1),2,0,0,3.47E-05,0,0,0,0.000294616,0,9.76E-06,0,0,0
leucine (1),3,0,0,0,0,0,0,0,0,0,0,0,0
leucine (1),4,0,0,0,0,0,0,0,0,0,0,0,0
leucine (1),5,0,0,0,0,0,0,0,0,0,0,0,0.000287217
leucine (1),6,0,0,0,0,0,0,0,0,0,0,0,0
isoleucine (1),0,1,0.990117569,0.994062196,0.993814401,0.997955316,1,0.99741788,0.998170455,0.997596012,0.995834228,0.995694972,1
isoleucine (1),1,0,0.009882431,0.005937804,0.006185599,0.002044684,0,0.00258212,0.000282384,0.002403988,0.004165772,0.004305028,0
isoleucine (1),2,0,0,0,0,0,0,0,0,0,0,0,0
isoleucine (1),3,0,0,0,0,0,0,0,0,0,0,0,0
isoleucine (1),4,0,0,0,0,0,0,0,0,0,0,0,0
isoleucine (1),5,0,0,0,0,0,0,0,0.001547161,0,0,0,0
isoleucine (1),6,0,0,0,0,0,0,0,0,0,0,0,0
threonine (1),0,1,1,1,1,1,1,1,1,1,1,1,1
threonine (1),1,0,0,0,0,0,0,0,0,0,0,0,0
threonine (1),2,0,0,0,0,0,0,0,0,0,0,0,0
threonine (1),3,0,0,0,0,0,0,0,0,0,0,0,0
threonine (1),4,0,0,0,0,0,0,0,0,0,0,0,0
cyclic AMP (1),0,0.654755565,0.819136248,0.530316334,0.604649949,0.64589809,0.653879632,0.780634552,0.386043226,0.426167656,1,0.587946883,0.79031908
cyclic AMP (1),1,0.345244435,0.180863752,0.469683666,0.395350051,0.35410191,0.346120368,0.219365448,0.613956774,0.573832344,0,0.412053117,0.20968092
cyclic AMP (1),2,0,0,0,0,0,0,0,0,0,0,0,0
cyclic AMP (1),3,0,0,0,0,0,0,0,0,0,0,0,0
cyclic AMP (1),4,0,0,0,0,0,0,0,0,0,0,0,0
cyclic AMP (1),5,0,0,0,0,0,0,0,0,0,0,0,0
cyclic AMP (1),6,0,0,0,0,0,0,0,0,0,0,0,0
cyclic AMP (1),7,0,0,0,0,0,0,0,0,0,0,0,0
cyclic AMP (1),8,0,0,0,0,0,0,0,0,0,0,0,0
cyclic AMP (1),9,0,0,0,0,0,0,0,0,0,0,0,0
cyclic AMP (1),10,0,0,0,0,0,0,0,0,0,0,0,0
GMP (1),0,0.82907557,0.8346335,0.862431446,0.56644725,0.610831744,0.856765632,0.968708781,0.998490432,1,0.915586731,0.968425349,0.950250584
GMP (1),1,0.17092443,0.1653665,0.082454696,0.43355275,0.389168256,0.143234368,0.031291219,0.001509568,0,0.084413269,0.031574651,0.049749416
GMP (1),2,0,0,0,0,0,0,0,0,0,0,0,0
GMP (1),3,0,0,0,0,0,0,0,0,0,0,0,0
GMP (1),4,0,0,0,0,0,0,0,0,0,0,0,0
GMP (1),5,0,0,0,0,0,0,0,0,0,0,0,0
GMP (1),6,0,0,0,0,0,0,0,0,0,0,0,0
GMP (1),7,0,0,0,0,0,0,0,0,0,0,0,0
GMP (1),8,0,0,0,0,0,0,0,0,0,0,0,0
GMP (1),9,0,0,0.055113859,0,0,0,0,0,0,0,0,0
GMP (1),10,0,0,0,0,0,0,0,0,0,0,0,0
