Time,Glucose,Group,Genotype
0.24356983517652964, 99.56252019895479, 5, WT
0.24356983517652964, 99.56252019895479, 5, MIRKO
15.270173336591427, 102.24509904385044, 6, WT
15.418679993378674, 93.48651695135695, 6, MIRKO
30.254684186878777, 64.41657536082229, 7, WT
30.24191450619962, 70.32893751527237, 7, MIRKO
60.09269842270798, 49.415984171901954, 8, WT
60.34336252492851, 53.35850484380788, 8, MIRKO
