Time,Glucose,Group,Genotype
0, 0, 5, WR
0, 0, 5, AIRKO
14.805194805194787, 46.3351886209029, 6, WR
14.805194805194787, 17.001855287569576, 6, AIRKO
29.61038961038969, 61.43228200371057, 7, WR
30.389610389610425, 28.662956091527516, 7, AIRKO
60, 67.61904761904762, 8, WR
60, 37.52380952380952, 8, AIRKO
121.55844155844159, 46.08039579468151, 9, WR
120.77922077922085, 22.46876932591218, 9, AIRKO
